n,has_partitions,p,q,j,k
23197,True,2.0,23189.0,3.0,1.0
23197,True,2.0,21149.0,11.0,1.0
23201,True,2.0,23197.0,2.0,1.0
23203,True,2.0,22691.0,9.0,1.0
23203,True,2.0,23201.0,1.0,1.0
23209,True,2.0,23201.0,3.0,1.0
23209,True,2.0,15017.0,13.0,1.0
23209,True,2.0,22697.0,9.0,1.0
23209,True,2.0,23081.0,7.0,1.0
23227,True,2.0,21179.0,11.0,1.0
23227,True,2.0,23099.0,7.0,1.0
23251,True,2.0,22739.0,9.0,1.0
23269,True,2.0,15077.0,13.0,1.0
23269,True,2.0,21221.0,11.0,1.0
23279,True,2.0,19183.0,12.0,1.0
23291,True,2.0,23227.0,6.0,1.0
23291,True,2.0,6907.0,14.0,1.0
23293,True,2.0,15101.0,13.0,1.0
23293,True,2.0,23291.0,1.0,1.0
23297,True,2.0,23041.0,8.0,1.0
23297,True,2.0,23293.0,2.0,1.0
23297,True,2.0,22273.0,10.0,1.0
23311,True,2.0,23279.0,5.0,1.0
23321,False,,,,
23327,True,2.0,23311.0,4.0,1.0
23327,True,2.0,19231.0,12.0,1.0
23327,True,2.0,22303.0,10.0,1.0
23327,True,2.0,23071.0,8.0,1.0
23333,True,2.0,6949.0,14.0,1.0
23333,True,2.0,19237.0,12.0,1.0
23333,True,2.0,23269.0,6.0,1.0
23339,False,,,,
23357,True,2.0,23293.0,6.0,1.0
23369,True,2.0,19273.0,12.0,1.0
23371,True,2.0,21323.0,11.0,1.0
23371,True,2.0,22859.0,9.0,1.0
23371,True,2.0,23369.0,1.0,1.0
23371,True,2.0,23339.0,5.0,1.0
23399,True,2.0,23143.0,8.0,1.0
23417,True,2.0,139.0,12.0,2.0
23431,True,2.0,23399.0,5.0,1.0
23431,True,2.0,21383.0,11.0,1.0
23447,True,2.0,23431.0,4.0,1.0
23459,True,2.0,23203.0,8.0,1.0
23473,True,2.0,22961.0,9.0,1.0
23497,True,2.0,23369.0,7.0,1.0
23509,False,,,,
23531,False,,,,
23537,True,2.0,19441.0,12.0,1.0
23537,True,2.0,23473.0,6.0,1.0
23539,True,2.0,23537.0,1.0,1.0
23539,True,2.0,21491.0,11.0,1.0
23539,True,2.0,23531.0,3.0,1.0
23539,True,2.0,23027.0,9.0,1.0
23549,True,2.0,23293.0,8.0,1.0
23557,True,2.0,23549.0,3.0,1.0
23561,True,2.0,23557.0,2.0,1.0
23561,True,2.0,7177.0,14.0,1.0
23561,True,2.0,23497.0,6.0,1.0
23563,True,2.0,23561.0,1.0,1.0
23563,True,2.0,23531.0,5.0,1.0
23567,True,2.0,23563.0,2.0,1.0
23567,True,2.0,19471.0,12.0,1.0
23567,True,2.0,23311.0,8.0,1.0
23567,True,2.0,22543.0,10.0,1.0
23581,True,2.0,23549.0,5.0,1.0
23593,True,2.0,23081.0,9.0,1.0
23593,True,2.0,23561.0,5.0,1.0
23593,True,2.0,15401.0,13.0,1.0
23599,True,2.0,23087.0,9.0,1.0
23599,True,2.0,23567.0,5.0,1.0
23603,True,2.0,23539.0,6.0,1.0
23603,True,2.0,7219.0,14.0,1.0
23603,True,2.0,19507.0,12.0,1.0
23603,True,2.0,23599.0,2.0,1.0
23609,True,2.0,23593.0,4.0,1.0
23623,False,,,,
23627,True,2.0,7243.0,14.0,1.0
23627,True,2.0,19531.0,12.0,1.0
23627,True,2.0,23371.0,8.0,1.0
23627,True,2.0,23623.0,2.0,1.0
23627,True,2.0,23563.0,6.0,1.0
23629,True,2.0,23627.0,1.0,1.0
23629,True,2.0,23117.0,9.0,1.0
23633,True,2.0,23629.0,2.0,1.0
23663,True,2.0,23599.0,6.0,1.0
23663,True,2.0,22639.0,10.0,1.0
23669,False,,,,
23671,True,2.0,23159.0,9.0,1.0
23671,True,2.0,23669.0,1.0,1.0
23671,True,2.0,23663.0,3.0,1.0
23677,True,2.0,23669.0,3.0,1.0
23677,True,2.0,23549.0,7.0,1.0
23687,True,2.0,23671.0,4.0,1.0
23687,True,2.0,23623.0,6.0,1.0
23687,True,2.0,23431.0,8.0,1.0
23689,True,2.0,23687.0,1.0,1.0
23689,True,2.0,15497.0,13.0,1.0
23689,True,2.0,23561.0,7.0,1.0
23719,True,2.0,15527.0,13.0,1.0
23719,True,2.0,23687.0,5.0,1.0
23741,True,2.0,23677.0,6.0,1.0
23741,True,2.0,22717.0,10.0,1.0
23743,True,2.0,15551.0,13.0,1.0
23743,True,2.0,23741.0,1.0,1.0
23747,True,2.0,23743.0,2.0,1.0
23753,True,2.0,23689.0,6.0,1.0
23753,True,2.0,7369.0,14.0,1.0
23753,True,2.0,23497.0,8.0,1.0
23761,True,2.0,21713.0,11.0,1.0
23761,True,2.0,15569.0,13.0,1.0
23761,True,2.0,23633.0,7.0,1.0
23761,True,2.0,23753.0,3.0,1.0
23767,False,,,,
23773,True,2.0,23741.0,5.0,1.0
23773,True,2.0,15581.0,13.0,1.0
23789,True,2.0,23773.0,4.0,1.0
23801,True,2.0,22777.0,10.0,1.0
23801,True,2.0,7417.0,14.0,1.0
23813,True,2.0,23557.0,8.0,1.0
23813,True,2.0,19717.0,12.0,1.0
23819,True,2.0,23563.0,8.0,1.0
23827,True,2.0,23819.0,3.0,1.0
23831,True,2.0,22807.0,10.0,1.0
23831,True,2.0,23767.0,6.0,1.0
23831,True,2.0,23827.0,2.0,1.0
23833,True,2.0,23801.0,5.0,1.0
23833,True,2.0,23831.0,1.0,1.0
23833,True,2.0,15641.0,13.0,1.0
23833,True,2.0,23321.0,9.0,1.0
23857,False,,,,
23869,True,2.0,23357.0,9.0,1.0
23869,True,2.0,21821.0,11.0,1.0
23869,True,2.0,23741.0,7.0,1.0
23873,True,2.0,7489.0,14.0,1.0
23873,True,2.0,23869.0,2.0,1.0
23873,True,2.0,19777.0,12.0,1.0
23873,True,2.0,23857.0,4.0,1.0
23879,True,2.0,23623.0,8.0,1.0
23887,True,2.0,21839.0,11.0,1.0
23887,True,2.0,23879.0,3.0,1.0
23893,False,,,,
23899,True,2.0,21851.0,11.0,1.0
23909,True,2.0,19813.0,12.0,1.0
23909,True,2.0,23893.0,4.0,1.0
23911,True,2.0,23879.0,5.0,1.0
23911,True,2.0,23909.0,1.0,1.0
23911,True,2.0,21863.0,11.0,1.0
23911,True,2.0,23399.0,9.0,1.0
23917,True,2.0,23909.0,3.0,1.0
23917,True,2.0,23789.0,7.0,1.0
23929,True,2.0,23801.0,7.0,1.0
23929,True,2.0,15737.0,13.0,1.0
23929,True,2.0,21881.0,11.0,1.0
23929,True,2.0,23417.0,9.0,1.0
23957,True,2.0,23893.0,6.0,1.0
23957,True,2.0,19861.0,12.0,1.0
23957,True,2.0,7573.0,14.0,1.0
23971,True,2.0,23459.0,9.0,1.0
23977,True,2.0,21929.0,11.0,1.0
23981,True,2.0,23917.0,6.0,1.0
23981,True,2.0,23977.0,2.0,1.0
23993,True,2.0,23977.0,4.0,1.0
23993,True,2.0,23929.0,6.0,1.0
24001,True,2.0,15809.0,13.0,1.0
24001,True,2.0,23993.0,3.0,1.0
24001,True,2.0,23873.0,7.0,1.0
24007,True,2.0,23879.0,7.0,1.0
24019,False,,,,
24023,True,2.0,24019.0,2.0,1.0
24023,True,2.0,23767.0,8.0,1.0
24023,True,2.0,19927.0,12.0,1.0
24023,True,2.0,7639.0,14.0,1.0
24023,True,2.0,24007.0,4.0,1.0
24029,True,2.0,23773.0,8.0,1.0
24043,True,2.0,23531.0,9.0,1.0
24049,True,2.0,23537.0,9.0,1.0
24061,True,2.0,23549.0,9.0,1.0
24061,True,2.0,22013.0,11.0,1.0
24061,True,2.0,24029.0,5.0,1.0
24071,True,2.0,24007.0,6.0,1.0
24071,True,2.0,7687.0,14.0,1.0
24077,True,2.0,24061.0,4.0,1.0
24077,True,2.0,23053.0,10.0,1.0
24083,True,2.0,23827.0,8.0,1.0
24083,True,2.0,7699.0,14.0,1.0
24083,True,2.0,23059.0,10.0,1.0
24083,True,2.0,24019.0,6.0,1.0
24091,True,2.0,24083.0,3.0,1.0
24097,False,,,,
24103,True,2.0,24071.0,5.0,1.0
24107,True,2.0,7723.0,14.0,1.0
24107,True,2.0,24043.0,6.0,1.0
24107,True,2.0,24091.0,4.0,1.0
24107,True,2.0,24103.0,2.0,1.0
24107,True,2.0,20011.0,12.0,1.0
24109,True,2.0,24077.0,5.0,1.0
24109,True,2.0,24107.0,1.0,1.0
24109,True,2.0,23981.0,7.0,1.0
24113,True,2.0,24109.0,2.0,1.0
24113,True,2.0,23857.0,8.0,1.0
24113,True,2.0,24097.0,4.0,1.0
24113,True,2.0,24049.0,6.0,1.0
24121,True,2.0,23993.0,7.0,1.0
24121,True,2.0,24113.0,3.0,1.0
24121,True,2.0,22073.0,11.0,1.0
24121,True,2.0,23609.0,9.0,1.0
24133,False,,,,
24137,True,2.0,7753.0,14.0,1.0
24137,True,2.0,24121.0,4.0,1.0
24137,True,2.0,24133.0,2.0,1.0
24151,True,2.0,15959.0,13.0,1.0
24151,True,2.0,24023.0,7.0,1.0
24169,True,2.0,24137.0,5.0,1.0
24179,False,,,,
24181,True,2.0,24179.0,1.0,1.0
24181,True,2.0,23669.0,9.0,1.0
24181,True,2.0,22133.0,11.0,1.0
24197,True,2.0,23173.0,10.0,1.0
24197,True,2.0,24181.0,4.0,1.0
24197,True,2.0,24133.0,6.0,1.0
24197,True,2.0,20101.0,12.0,1.0
24203,True,2.0,20107.0,12.0,1.0
24223,False,,,,
24229,True,2.0,24197.0,5.0,1.0
24239,True,2.0,24223.0,4.0,1.0
24239,True,2.0,20143.0,12.0,1.0
24247,True,2.0,24239.0,3.0,1.0
24251,True,2.0,24247.0,2.0,1.0
24251,True,2.0,23227.0,10.0,1.0
24251,True,2.0,7867.0,14.0,1.0
24281,False,,,,
24317,True,2.0,24061.0,8.0,1.0
24317,True,2.0,23293.0,10.0,1.0
24317,True,2.0,7933.0,14.0,1.0
24329,True,2.0,20233.0,12.0,1.0
24337,True,2.0,24329.0,3.0,1.0
24359,True,2.0,24103.0,8.0,1.0
24371,False,,,,
24373,True,2.0,24371.0,1.0,1.0
24379,True,2.0,16187.0,13.0,1.0
24379,True,2.0,24251.0,7.0,1.0
24379,True,2.0,24371.0,3.0,1.0
24391,True,2.0,23879.0,9.0,1.0
24391,True,2.0,24359.0,5.0,1.0
24391,True,2.0,22343.0,11.0,1.0
24391,True,2.0,29.0,1.0,3.0
24407,True,2.0,24391.0,4.0,1.0
24407,True,2.0,24151.0,8.0,1.0
24413,False,,,,
24419,True,2.0,20323.0,12.0,1.0
24421,True,2.0,29.0,5.0,3.0
24421,True,2.0,24413.0,3.0,1.0
24421,True,2.0,24419.0,1.0,1.0
24421,True,2.0,23909.0,9.0,1.0
24421,True,2.0,16229.0,13.0,1.0
24439,True,2.0,22391.0,11.0,1.0
24439,True,2.0,24407.0,5.0,1.0
24443,True,2.0,24379.0,6.0,1.0
24443,True,2.0,8059.0,14.0,1.0
24443,True,2.0,24439.0,2.0,1.0
24443,True,2.0,20347.0,12.0,1.0
24469,True,2.0,23957.0,9.0,1.0
24473,True,2.0,24469.0,2.0,1.0
24473,True,2.0,8089.0,14.0,1.0
24481,True,2.0,22433.0,11.0,1.0
24481,True,2.0,24473.0,3.0,1.0
24499,True,2.0,24371.0,7.0,1.0
24509,False,,,,
24517,True,2.0,24509.0,3.0,1.0
24517,True,2.0,29.0,7.0,3.0
24517,True,2.0,22469.0,11.0,1.0
24527,True,2.0,20431.0,12.0,1.0
24533,True,2.0,24517.0,4.0,1.0
24533,True,2.0,23509.0,10.0,1.0
24533,True,2.0,24469.0,6.0,1.0
24547,True,2.0,24419.0,7.0,1.0
24551,True,2.0,24547.0,2.0,1.0
24551,True,2.0,8167.0,14.0,1.0
24571,True,2.0,24443.0,7.0,1.0
24593,True,2.0,8209.0,14.0,1.0
24593,True,2.0,24337.0,8.0,1.0
24611,True,2.0,24547.0,6.0,1.0
24623,True,2.0,23599.0,10.0,1.0
24631,True,2.0,24623.0,3.0,1.0
24659,True,2.0,20563.0,12.0,1.0
24671,True,2.0,8287.0,14.0,1.0
24677,True,2.0,8293.0,14.0,1.0
24677,True,2.0,24421.0,8.0,1.0
24683,False,,,,
24691,True,2.0,24179.0,9.0,1.0
24691,True,2.0,22643.0,11.0,1.0
24691,True,2.0,24659.0,5.0,1.0
24691,True,2.0,24683.0,3.0,1.0
24697,False,,,,
24709,True,2.0,24677.0,5.0,1.0
24709,True,2.0,24197.0,9.0,1.0
24733,False,,,,
24749,True,2.0,24733.0,4.0,1.0
24763,True,2.0,24251.0,9.0,1.0
24767,True,2.0,24763.0,2.0,1.0
24767,True,2.0,23743.0,10.0,1.0
24781,True,2.0,24749.0,5.0,1.0
24793,True,2.0,24281.0,9.0,1.0
24799,True,2.0,24671.0,7.0,1.0
24799,True,2.0,22751.0,11.0,1.0
24799,True,2.0,16607.0,13.0,1.0
24799,True,2.0,24767.0,5.0,1.0
24809,True,2.0,24793.0,4.0,1.0
24821,False,,,,
24841,True,2.0,24809.0,5.0,1.0
24841,True,2.0,16649.0,13.0,1.0
24841,True,2.0,24329.0,9.0,1.0
24847,False,,,,
24851,True,2.0,24847.0,2.0,1.0
24851,True,2.0,8467.0,14.0,1.0
24851,True,2.0,23827.0,10.0,1.0
24859,True,2.0,24851.0,3.0,1.0
24859,True,2.0,22811.0,11.0,1.0
24877,True,2.0,24749.0,7.0,1.0
24889,False,,,,
24907,True,2.0,22859.0,11.0,1.0
24917,True,2.0,23893.0,10.0,1.0
24919,True,2.0,24917.0,1.0,1.0
24919,True,2.0,24407.0,9.0,1.0
24919,True,2.0,22871.0,11.0,1.0
24923,True,2.0,23899.0,10.0,1.0
24923,True,2.0,24907.0,4.0,1.0
24923,True,2.0,8539.0,14.0,1.0
24923,True,2.0,24919.0,2.0,1.0
24923,True,2.0,24859.0,6.0,1.0
24943,False,,,,
24953,True,2.0,20857.0,12.0,1.0
24953,True,2.0,23929.0,10.0,1.0
24953,True,2.0,24889.0,6.0,1.0
24953,True,2.0,24697.0,8.0,1.0
24967,False,,,,
24971,True,2.0,24907.0,6.0,1.0
24971,True,2.0,24967.0,2.0,1.0
24977,False,,,,
24979,True,2.0,24971.0,3.0,1.0
24979,True,2.0,24851.0,7.0,1.0
24979,True,2.0,16787.0,13.0,1.0
24979,True,2.0,24977.0,1.0,1.0
24989,True,2.0,24733.0,8.0,1.0
25013,True,2.0,8629.0,14.0,1.0
25031,True,2.0,24967.0,6.0,1.0
25031,True,2.0,8647.0,14.0,1.0
25031,True,2.0,24007.0,10.0,1.0
25033,True,2.0,25031.0,1.0,1.0
25037,True,2.0,24781.0,8.0,1.0
25037,True,2.0,25033.0,2.0,1.0
25057,False,,,,
25073,True,2.0,25057.0,4.0,1.0
25073,True,2.0,8689.0,14.0,1.0
25073,True,2.0,24049.0,10.0,1.0
25087,True,2.0,23039.0,11.0,1.0
25097,True,2.0,8713.0,14.0,1.0
25097,True,2.0,25033.0,6.0,1.0
25097,True,2.0,24841.0,8.0,1.0
25097,True,2.0,21001.0,12.0,1.0
25111,True,2.0,23063.0,11.0,1.0
25117,True,2.0,24989.0,7.0,1.0
25121,True,2.0,8737.0,14.0,1.0
25121,True,2.0,25057.0,6.0,1.0
25121,True,2.0,25117.0,2.0,1.0
25121,True,2.0,24097.0,10.0,1.0
25127,True,2.0,25111.0,4.0,1.0
25127,True,2.0,24103.0,10.0,1.0
25127,True,2.0,21031.0,12.0,1.0
25147,True,2.0,23099.0,11.0,1.0
25153,True,2.0,25121.0,5.0,1.0
25163,True,2.0,8779.0,14.0,1.0
25163,True,2.0,24907.0,8.0,1.0
25163,True,2.0,21067.0,12.0,1.0
25163,True,2.0,25147.0,4.0,1.0
25169,True,2.0,25153.0,4.0,1.0
25171,True,2.0,25163.0,3.0,1.0
25171,True,2.0,24659.0,9.0,1.0
25171,True,2.0,25169.0,1.0,1.0
25171,True,2.0,16979.0,13.0,1.0
25183,True,2.0,24671.0,9.0,1.0
25189,True,2.0,24677.0,9.0,1.0
25219,True,2.0,17027.0,13.0,1.0
25229,False,,,,
25237,True,2.0,25229.0,3.0,1.0
25237,True,2.0,23189.0,11.0,1.0
25243,False,,,,
25247,True,2.0,25243.0,2.0,1.0
25247,True,2.0,25183.0,6.0,1.0
25247,True,2.0,8863.0,14.0,1.0
25247,True,2.0,24223.0,10.0,1.0
25253,True,2.0,24229.0,10.0,1.0
25253,True,2.0,25189.0,6.0,1.0
25253,True,2.0,25237.0,4.0,1.0
25253,True,2.0,21157.0,12.0,1.0
25261,True,2.0,24749.0,9.0,1.0
25261,True,2.0,25253.0,3.0,1.0
25261,True,2.0,25229.0,5.0,1.0
25301,True,2.0,25237.0,6.0,1.0
25303,True,2.0,25301.0,1.0,1.0
25307,True,2.0,21211.0,12.0,1.0
25307,True,2.0,25243.0,6.0,1.0
25307,True,2.0,25303.0,2.0,1.0
25307,True,2.0,8923.0,14.0,1.0
25309,True,2.0,25301.0,3.0,1.0
25309,True,2.0,17117.0,13.0,1.0
25309,True,2.0,25307.0,1.0,1.0
25321,True,2.0,24809.0,9.0,1.0
25339,True,2.0,23291.0,11.0,1.0
25339,True,2.0,25307.0,5.0,1.0
25343,True,2.0,25339.0,2.0,1.0
25343,True,2.0,21247.0,12.0,1.0
25343,True,2.0,25087.0,8.0,1.0
25349,False,,,,
25357,True,2.0,25229.0,7.0,1.0
25357,True,2.0,25349.0,3.0,1.0
25367,True,2.0,25303.0,6.0,1.0
25367,True,2.0,25111.0,8.0,1.0
25373,True,2.0,25117.0,8.0,1.0
25373,True,2.0,21277.0,12.0,1.0
25373,True,2.0,25309.0,6.0,1.0
25373,True,2.0,25357.0,4.0,1.0
25391,True,2.0,9007.0,14.0,1.0
25409,True,2.0,25153.0,8.0,1.0
25409,True,2.0,21313.0,12.0,1.0
25411,True,2.0,25409.0,1.0,1.0
25423,True,2.0,25391.0,5.0,1.0
25423,True,2.0,17231.0,13.0,1.0
25439,True,2.0,25183.0,8.0,1.0
25439,True,2.0,25423.0,4.0,1.0
25447,True,2.0,25439.0,3.0,1.0
25447,True,2.0,23399.0,11.0,1.0
25453,False,,,,
25457,True,2.0,25453.0,2.0,1.0
25463,True,2.0,25447.0,4.0,1.0
25463,True,2.0,24439.0,10.0,1.0
25469,True,2.0,25453.0,4.0,1.0
25471,True,2.0,25439.0,5.0,1.0
25471,True,2.0,25343.0,7.0,1.0
25471,True,2.0,25469.0,1.0,1.0
25471,True,2.0,25463.0,3.0,1.0
25523,True,2.0,24499.0,10.0,1.0
25537,True,2.0,25409.0,7.0,1.0
25541,True,2.0,25537.0,2.0,1.0
25541,True,2.0,9157.0,14.0,1.0
25541,True,2.0,24517.0,10.0,1.0
25561,False,,,,
25577,True,2.0,25561.0,4.0,1.0
25577,True,2.0,21481.0,12.0,1.0
25577,True,2.0,25321.0,8.0,1.0
25579,True,2.0,25577.0,1.0,1.0
25579,True,2.0,17387.0,13.0,1.0
25579,True,2.0,23531.0,11.0,1.0
25583,True,2.0,21487.0,12.0,1.0
25583,True,2.0,9199.0,14.0,1.0
25583,True,2.0,25579.0,2.0,1.0
25589,True,2.0,21493.0,12.0,1.0
25601,True,2.0,25537.0,6.0,1.0
25603,True,2.0,25601.0,1.0,1.0
25609,True,2.0,23561.0,11.0,1.0
25609,True,2.0,25601.0,3.0,1.0
25609,True,2.0,25577.0,5.0,1.0
25609,True,2.0,17417.0,13.0,1.0
25609,True,2.0,25097.0,9.0,1.0
25621,True,2.0,25589.0,5.0,1.0
25633,True,2.0,25601.0,5.0,1.0
25633,True,2.0,25121.0,9.0,1.0
25639,True,2.0,25127.0,9.0,1.0
25643,True,2.0,25579.0,6.0,1.0
25643,True,2.0,25639.0,2.0,1.0
25657,True,2.0,23609.0,11.0,1.0
25667,True,2.0,9283.0,14.0,1.0
25667,True,2.0,25603.0,6.0,1.0
25667,True,2.0,25411.0,8.0,1.0
25673,True,2.0,25609.0,6.0,1.0
25673,True,2.0,157.0,10.0,2.0
25673,True,2.0,25657.0,4.0,1.0
25673,True,2.0,21577.0,12.0,1.0
25679,True,2.0,25423.0,8.0,1.0
25693,False,,,,
25703,True,2.0,25639.0,6.0,1.0
25703,True,2.0,25447.0,8.0,1.0
25703,True,2.0,9319.0,14.0,1.0
25717,True,2.0,23669.0,11.0,1.0
25717,True,2.0,25589.0,7.0,1.0
25733,True,2.0,24709.0,10.0,1.0
25733,True,2.0,25717.0,4.0,1.0
25733,True,2.0,9349.0,14.0,1.0
25741,True,2.0,25733.0,3.0,1.0
25741,True,2.0,25229.0,9.0,1.0
25747,False,,,,
25759,True,2.0,25247.0,9.0,1.0
25763,True,2.0,25759.0,2.0,1.0
25763,True,2.0,25747.0,4.0,1.0
25771,True,2.0,25643.0,7.0,1.0
25771,True,2.0,25763.0,3.0,1.0
25771,True,2.0,17579.0,13.0,1.0
25793,True,2.0,97.0,14.0,2.0
25793,True,2.0,25537.0,8.0,1.0
25799,False,,,,
25801,True,2.0,23753.0,11.0,1.0
25801,True,2.0,25799.0,1.0,1.0
25801,True,2.0,25793.0,3.0,1.0
25801,True,2.0,17609.0,13.0,1.0
25801,True,2.0,25673.0,7.0,1.0
25819,True,2.0,25307.0,9.0,1.0
25819,True,2.0,17627.0,13.0,1.0
25841,False,,,,
25847,True,2.0,21751.0,12.0,1.0
25847,True,2.0,9463.0,14.0,1.0
25849,True,2.0,25847.0,1.0,1.0
25849,True,2.0,17657.0,13.0,1.0
25849,True,2.0,23801.0,11.0,1.0
25849,True,2.0,25841.0,3.0,1.0
25867,True,2.0,23819.0,11.0,1.0
25873,True,2.0,17681.0,13.0,1.0
25873,True,2.0,25841.0,5.0,1.0
25889,True,2.0,25873.0,4.0,1.0
25889,True,2.0,25633.0,8.0,1.0
25903,True,2.0,25391.0,9.0,1.0
25913,True,2.0,24889.0,10.0,1.0
25913,True,2.0,25657.0,8.0,1.0
25913,True,2.0,25849.0,6.0,1.0
25913,True,2.0,21817.0,12.0,1.0
25919,True,2.0,25903.0,4.0,1.0
25931,True,2.0,9547.0,14.0,1.0
25931,True,2.0,24907.0,10.0,1.0
25931,True,2.0,25867.0,6.0,1.0
25933,True,2.0,25931.0,1.0,1.0
25939,True,2.0,25931.0,3.0,1.0
25939,True,2.0,17747.0,13.0,1.0
25943,True,2.0,25939.0,2.0,1.0
25943,True,2.0,24919.0,10.0,1.0
25951,True,2.0,25943.0,3.0,1.0
25951,True,2.0,25439.0,9.0,1.0
25951,True,2.0,25919.0,5.0,1.0
25969,True,2.0,25841.0,7.0,1.0
25969,True,2.0,25457.0,9.0,1.0
25981,True,2.0,25469.0,9.0,1.0
25981,True,2.0,17789.0,13.0,1.0
25997,True,2.0,25981.0,4.0,1.0
25997,True,2.0,9613.0,14.0,1.0
25997,True,2.0,25741.0,8.0,1.0
25997,True,2.0,25933.0,6.0,1.0
25999,True,2.0,25997.0,1.0,1.0
25999,True,2.0,17807.0,13.0,1.0
26003,True,2.0,25939.0,6.0,1.0
26003,True,2.0,24979.0,10.0,1.0
26003,True,2.0,25747.0,8.0,1.0
26003,True,2.0,9619.0,14.0,1.0
26003,True,2.0,25999.0,2.0,1.0
26017,True,2.0,25889.0,7.0,1.0
26021,True,2.0,26017.0,2.0,1.0
26029,True,2.0,23981.0,11.0,1.0
26029,True,2.0,17837.0,13.0,1.0
26029,True,2.0,25997.0,5.0,1.0
26029,True,2.0,26021.0,3.0,1.0
26041,True,2.0,25913.0,7.0,1.0
26041,True,2.0,23993.0,11.0,1.0
26053,True,2.0,26021.0,5.0,1.0
26053,True,2.0,25541.0,9.0,1.0
26083,True,2.0,17891.0,13.0,1.0
26099,True,2.0,26083.0,4.0,1.0
26099,True,2.0,22003.0,12.0,1.0
26107,True,2.0,26099.0,3.0,1.0
26111,True,2.0,25087.0,10.0,1.0
26111,True,2.0,26107.0,2.0,1.0
26113,True,2.0,26111.0,1.0,1.0
26113,True,2.0,17921.0,13.0,1.0
26113,True,2.0,25601.0,9.0,1.0
26119,True,2.0,26111.0,3.0,1.0
26119,True,2.0,24071.0,11.0,1.0
26141,True,2.0,25117.0,10.0,1.0
26153,True,2.0,9769.0,14.0,1.0
26161,True,2.0,24113.0,11.0,1.0
26161,True,2.0,26153.0,3.0,1.0
26171,True,2.0,25147.0,10.0,1.0
26171,True,2.0,26107.0,6.0,1.0
26171,True,2.0,9787.0,14.0,1.0
26177,True,2.0,25153.0,10.0,1.0
26177,True,2.0,26113.0,6.0,1.0
26177,True,2.0,26161.0,4.0,1.0
26183,True,2.0,26119.0,6.0,1.0
26189,True,2.0,25933.0,8.0,1.0
26189,True,2.0,22093.0,12.0,1.0
26203,True,2.0,26171.0,5.0,1.0
26209,True,2.0,26177.0,5.0,1.0
26227,True,2.0,26099.0,7.0,1.0
26227,True,2.0,24179.0,11.0,1.0
26237,True,2.0,25981.0,8.0,1.0
26249,True,2.0,22153.0,12.0,1.0
26251,True,2.0,26249.0,1.0,1.0
26251,True,2.0,24203.0,11.0,1.0
26251,True,2.0,18059.0,13.0,1.0
26261,True,2.0,25237.0,10.0,1.0
26263,True,2.0,26261.0,1.0,1.0
26267,True,2.0,22171.0,12.0,1.0
26267,True,2.0,26263.0,2.0,1.0
26267,True,2.0,26203.0,6.0,1.0
26267,True,2.0,26251.0,4.0,1.0
26267,True,2.0,25243.0,10.0,1.0
26267,True,2.0,9883.0,14.0,1.0
26293,True,2.0,26261.0,5.0,1.0
26297,True,2.0,149.0,12.0,2.0
26297,True,2.0,26293.0,2.0,1.0
26297,True,2.0,26041.0,8.0,1.0
26309,True,2.0,26293.0,4.0,1.0
26309,True,2.0,26053.0,8.0,1.0
26317,True,2.0,26189.0,7.0,1.0
26317,True,2.0,26309.0,3.0,1.0
26321,True,2.0,26317.0,2.0,1.0
26339,True,2.0,26083.0,8.0,1.0
26347,True,2.0,26339.0,3.0,1.0
26357,True,2.0,26293.0,6.0,1.0
26357,True,2.0,9973.0,14.0,1.0
26371,True,2.0,26339.0,5.0,1.0
26387,True,2.0,22291.0,12.0,1.0
26387,True,2.0,26371.0,4.0,1.0
26393,True,2.0,10009.0,14.0,1.0
26399,True,2.0,22303.0,12.0,1.0
26407,True,2.0,26399.0,3.0,1.0
26407,True,2.0,24359.0,11.0,1.0
26417,True,2.0,26161.0,8.0,1.0
26423,True,2.0,10039.0,14.0,1.0
26423,True,2.0,26407.0,4.0,1.0
26431,True,2.0,26423.0,3.0,1.0
26431,True,2.0,25919.0,9.0,1.0
26431,True,2.0,26399.0,5.0,1.0
26437,True,2.0,26309.0,7.0,1.0
26437,True,2.0,29.0,11.0,3.0
26449,True,2.0,26417.0,5.0,1.0
26449,True,2.0,26321.0,7.0,1.0
26449,True,2.0,18257.0,13.0,1.0
26459,True,2.0,26203.0,8.0,1.0
26479,True,2.0,18287.0,13.0,1.0
26489,False,,,,
26497,True,2.0,26489.0,3.0,1.0
26501,True,2.0,26497.0,2.0,1.0
26501,True,2.0,26437.0,6.0,1.0
26513,True,2.0,26449.0,6.0,1.0
26513,True,2.0,26497.0,4.0,1.0
26539,False,,,,
26557,True,2.0,24509.0,11.0,1.0
26561,True,2.0,26497.0,6.0,1.0
26561,True,2.0,10177.0,14.0,1.0
26561,True,2.0,25537.0,10.0,1.0
26561,True,2.0,26557.0,2.0,1.0
26573,True,2.0,26317.0,8.0,1.0
26573,True,2.0,163.0,2.0,2.0
26573,True,2.0,26557.0,4.0,1.0
26591,False,,,,
26597,True,2.0,22501.0,12.0,1.0
26627,True,2.0,22531.0,12.0,1.0
26627,True,2.0,25603.0,10.0,1.0
26627,True,2.0,10243.0,14.0,1.0
26627,True,2.0,26371.0,8.0,1.0
26633,True,2.0,163.0,6.0,2.0
26633,True,2.0,25609.0,10.0,1.0
